name,date,measure,trump_position,vote,agreement_likelihood,plus_minus
Bill Huizenga,Feb. 2,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (235-180),support,Yes,0.988,0.012
Bill Huizenga,Feb. 2,Repeal of a rule requiring some federal contractors to report labor violations (236-187),support,Yes,0.9790000000000001,0.021
Bill Huizenga,Feb. 1,Repeal of the stream protection rule (228-194),support,Yes,0.968,0.032
Bill Huizenga,Feb. 1,Repeal of a rule requiring energy companies to disclose payments to foreign governments (235-187),support,Yes,0.9620000000000001,0.038
Bill Huizenga,Jan. 24,Permanent ban on the use of federal funds for abortion or health coverage that includes abortions (238-183),support,Yes,0.986,0.013999999999999999
Bill Huizenga,Jan. 13,Waiver allowing James Mattis to become secretary of defense (268-151),support,Yes,0.9620000000000001,0.038
Bill Huizenga,Jan. 13,Budget resolution to repeal the Affordable Care Act (227-198),support,Yes,0.92,0.08
Bill Huizenga,Jan. 5,Regulations from the Executive in Need of Scrutiny Act of 2017 (237-187),support,Yes,0.988,0.012
Bill Flores,June 13,Making it easier for the Department of Veterans Affairs to discipline employees (368-55),support,Yes,0.9940000000000001,0.006
Bill Flores,June 13,Withholding Affordable Care Act subsidies from people until their citizenship is verified (238-184),support,Yes,0.982,0.018000000000000002
Bill Flores,June 8,Dismantling financial regulations put in place by the Dodd-Frank Act (233-186),support,Yes,0.9690000000000001,0.031
Bill Flores,May 18,Making it easier to seek the death penalty for killing or attempting to kill first responders (271-143),support,Yes,0.948,0.052000000000000005
Bill Flores,May 4,The American Health Care Act of 2017 (217-213),support,Yes,0.91,0.09
Bill Flores,May 3,The 2017 fiscal year appropriations bill (309-118),support,Yes,0.635,0.365
Bill Flores,May 2,Allowing employers to offer employees time off instead of pay for overtime work (229-197),support,Yes,0.96,0.04
Bill Flores,April 28,Extension of government funding for one week (382-30),support,Not voting,0.9329999999999999,NA
Bill Flores,March 28,Repeal of an FCC rule barring internet providers from sharing data on customers' activities (215-205),support,Yes,0.878,0.122
Bill Flores,March 22,Allowing small businesses to provide insurance through trade and professional associations (236-175),support,Yes,0.988,0.012
Bill Flores,March 22,Removing antitrust exemption for insurance providers (416-7),support,Yes,0.998,0.002
Bill Flores,March 16,Giving the secretary of veterans affairs more flexibility to discipline employees (237-178),support,Yes,0.95,0.05
Bill Flores,March 8,Department of Defense Appropriations Act (371-48),support,Yes,0.976,0.024
Bill Flores,March 2,Changes to rulemaking requirements for federal agencies (246-176),support,Yes,0.9590000000000001,0.040999999999999995
Bill Flores,March 1,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (231-191),support,Yes,0.95,0.05
Bill Flores,March 1,Requires review of proposed regulations by the Office of Information and Regulatory Affairs (241-184),support,Yes,0.987,0.013000000000000001
Bill Flores,March 1,Establishment of a commission to review federal regulations (240-185),support,Yes,0.92,0.08
Bill Flores,Feb. 16,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (230-188),support,Yes,0.983,0.017
Bill Flores,Feb. 15,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (236-189),support,Yes,0.9890000000000001,0.011000000000000001
Bill Flores,Feb. 15,Repeal of a rule that allowed a new type of state-based retirement plan (231-193),support,Yes,0.965,0.035
Bill Flores,Feb. 15,Repeal of a rule that allowed a new type of retirement plan established by local governments (234-191),support,Yes,0.977,0.023
Bill Flores,Feb. 7,Repeal of a Department of Education rule on teacher preparation programs (240-181),support,Yes,0.977,0.023
Bill Flores,Feb. 7,Repeal of a Department of Education rule on school accountability (234-190),support,Yes,0.976,0.024
Bill Flores,Feb. 7,Repeal of changes to Bureau of Land Management planning rules (234-186),support,Yes,0.977,0.023
Bill Flores,Feb. 3,Repeal of a rule requiring energy companies to reduce waste and emissions (221-191),support,Yes,0.9670000000000001,0.033
Bill Flores,Feb. 2,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (235-180),support,Yes,0.987,0.013000000000000001
Bill Flores,Feb. 2,Repeal of a rule requiring some federal contractors to report labor violations (236-187),support,Yes,0.9790000000000001,0.021
Bill Flores,Feb. 1,Repeal of the stream protection rule (228-194),support,Yes,0.9670000000000001,0.033
Bill Flores,Feb. 1,Repeal of a rule requiring energy companies to disclose payments to foreign governments (235-187),support,Yes,0.9620000000000001,0.038
Bill Flores,Jan. 24,Permanent ban on the use of federal funds for abortion or health coverage that includes abortions (238-183),support,Yes,0.986,0.013999999999999999
Bill Flores,Jan. 13,Waiver allowing James Mattis to become secretary of defense (268-151),support,Yes,0.961,0.039
Bill Flores,Jan. 13,Budget resolution to repeal the Affordable Care Act (227-198),support,Yes,0.9179999999999999,0.08199999999999999
Bill Flores,Jan. 5,Regulations from the Executive in Need of Scrutiny Act of 2017 (237-187),support,Yes,0.987,0.013000000000000001
Joe Wilson,June 13,Making it easier for the Department of Veterans Affairs to discipline employees (368-55),support,Yes,0.9940000000000001,0.006
Joe Wilson,June 13,Withholding Affordable Care Act subsidies from people until their citizenship is verified (238-184),support,Yes,0.983,0.017
Joe Wilson,June 8,Dismantling financial regulations put in place by the Dodd-Frank Act (233-186),support,Yes,0.97,0.03
Joe Wilson,May 18,Making it easier to seek the death penalty for killing or attempting to kill first responders (271-143),support,Yes,0.9490000000000001,0.051
Joe Wilson,May 4,The American Health Care Act of 2017 (217-213),support,Yes,0.9129999999999999,0.087
Joe Wilson,May 3,The 2017 fiscal year appropriations bill (309-118),support,Yes,0.634,0.366
Joe Wilson,May 2,Allowing employers to offer employees time off instead of pay for overtime work (229-197),support,Yes,0.961,0.039
Joe Wilson,April 28,Extension of government funding for one week (382-30),support,Yes,0.9329999999999999,0.067
Joe Wilson,March 28,Repeal of an FCC rule barring internet providers from sharing data on customers' activities (215-205),support,Yes,0.8809999999999999,0.11900000000000001
Joe Wilson,March 22,Allowing small businesses to provide insurance through trade and professional associations (236-175),support,Yes,0.9890000000000001,0.011000000000000001
Joe Wilson,March 22,Removing antitrust exemption for insurance providers (416-7),support,Yes,0.998,0.002
Joe Wilson,March 16,Giving the secretary of veterans affairs more flexibility to discipline employees (237-178),support,Yes,0.951,0.049
Joe Wilson,March 8,Department of Defense Appropriations Act (371-48),support,Yes,0.976,0.024
Joe Wilson,March 2,Changes to rulemaking requirements for federal agencies (246-176),support,Yes,0.96,0.04
Joe Wilson,March 1,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (231-191),support,Yes,0.9520000000000001,0.048
Joe Wilson,March 1,Requires review of proposed regulations by the Office of Information and Regulatory Affairs (241-184),support,Yes,0.987,0.013000000000000001
Joe Wilson,March 1,Establishment of a commission to review federal regulations (240-185),support,Yes,0.922,0.078
Joe Wilson,Feb. 16,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (230-188),support,Yes,0.9840000000000001,0.016
Joe Wilson,Feb. 15,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (236-189),support,Yes,0.9890000000000001,0.011000000000000001
Joe Wilson,Feb. 15,Repeal of a rule that allowed a new type of state-based retirement plan (231-193),support,Yes,0.9670000000000001,0.033
Joe Wilson,Feb. 15,Repeal of a rule that allowed a new type of retirement plan established by local governments (234-191),support,Yes,0.978,0.022000000000000002
Joe Wilson,Feb. 7,Repeal of a Department of Education rule on teacher preparation programs (240-181),support,Yes,0.978,0.022000000000000002
Joe Wilson,Feb. 7,Repeal of a Department of Education rule on school accountability (234-190),support,Yes,0.977,0.023
Joe Wilson,Feb. 7,Repeal of changes to Bureau of Land Management planning rules (234-186),support,Yes,0.978,0.022000000000000002
Joe Wilson,Feb. 3,Repeal of a rule requiring energy companies to reduce waste and emissions (221-191),support,Yes,0.968,0.032
Joe Wilson,Feb. 2,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (235-180),support,Yes,0.988,0.012
Joe Wilson,Feb. 2,Repeal of a rule requiring some federal contractors to report labor violations (236-187),support,Yes,0.98,0.02
Joe Wilson,Feb. 1,Repeal of the stream protection rule (228-194),support,Yes,0.9690000000000001,0.031
Joe Wilson,Feb. 1,Repeal of a rule requiring energy companies to disclose payments to foreign governments (235-187),support,Yes,0.963,0.037000000000000005
Joe Wilson,Jan. 24,Permanent ban on the use of federal funds for abortion or health coverage that includes abortions (238-183),support,Yes,0.987,0.013000000000000001
Joe Wilson,Jan. 13,Waiver allowing James Mattis to become secretary of defense (268-151),support,Yes,0.9620000000000001,0.038
Joe Wilson,Jan. 13,Budget resolution to repeal the Affordable Care Act (227-198),support,Yes,0.9209999999999999,0.079
Joe Wilson,Jan. 5,Regulations from the Executive in Need of Scrutiny Act of 2017 (237-187),support,Yes,0.988,0.012
Lynn Jenkins,June 13,Making it easier for the Department of Veterans Affairs to discipline employees (368-55),support,Yes,0.995,0.005
Lynn Jenkins,June 13,Withholding Affordable Care Act subsidies from people until their citizenship is verified (238-184),support,Yes,0.985,0.015
Lynn Jenkins,June 8,Dismantling financial regulations put in place by the Dodd-Frank Act (233-186),support,Yes,0.9740000000000001,0.026000000000000002
Lynn Jenkins,May 18,Making it easier to seek the death penalty for killing or attempting to kill first responders (271-143),support,Yes,0.9520000000000001,0.048
Lynn Jenkins,May 4,The American Health Care Act of 2017 (217-213),support,Yes,0.9209999999999999,0.079
Lynn Jenkins,May 3,The 2017 fiscal year appropriations bill (309-118),support,Yes,0.63,0.37
Lynn Jenkins,May 2,Allowing employers to offer employees time off instead of pay for overtime work (229-197),support,Yes,0.966,0.034
Lynn Jenkins,April 28,Extension of government funding for one week (382-30),support,Yes,0.9329999999999999,0.067
Lynn Jenkins,March 28,Repeal of an FCC rule barring internet providers from sharing data on customers' activities (215-205),support,Yes,0.89,0.11
Lynn Jenkins,March 22,Allowing small businesses to provide insurance through trade and professional associations (236-175),support,Yes,0.991,0.009000000000000001
Lynn Jenkins,March 22,Removing antitrust exemption for insurance providers (416-7),support,Yes,0.998,0.002
Lynn Jenkins,March 16,Giving the secretary of veterans affairs more flexibility to discipline employees (237-178),support,Yes,0.956,0.044000000000000004
Lynn Jenkins,March 8,Department of Defense Appropriations Act (371-48),support,Not voting,0.977,NA
Lynn Jenkins,March 2,Changes to rulemaking requirements for federal agencies (246-176),support,Yes,0.9640000000000001,0.036000000000000004
Lynn Jenkins,March 1,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (231-191),support,Yes,0.9570000000000001,0.043
Lynn Jenkins,March 1,Requires review of proposed regulations by the Office of Information and Regulatory Affairs (241-184),support,Yes,0.9890000000000001,0.011000000000000001
Lynn Jenkins,March 1,Establishment of a commission to review federal regulations (240-185),support,Yes,0.9279999999999999,0.07200000000000001
